URL,letter,primary_color,secondary_colors,class,is_error,error_type,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_147_V_TC_46/2455,3312,797,2602/pct:40/0/default.jpg",E,red,blue,D,,,468,147 V,2455,3312,797,2602,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_149_V_TC_46/935,2472,530,2265/pct:40/0/default.jpg",C,blue,red,D,,,468,149 V,935,2472,530,2265,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_155_V_TC_46/2472,2420,507,1897/pct:40/0/default.jpg",E,red,blue,D,,,468,155 V,2472,2420,507,1897,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_014_V_TC_46/810,1525,195,885/pct:40/0/default.jpg",,,,,T,NL,469,14 V,810,1525,195,885,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_070_R_TC_46/202,322,190,717/pct:40/0/default.jpg",S,red,,S,,,469,70 R,202,322,190,717,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_070_V_TC_46/752,1705,142,765/pct:40/0/default.jpg",,,,,T,NL,469,70 V,752,1705,142,765,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_074_R_TC_46/202,362,240,1072/pct:40/0/default.jpg",A,red,,S,,,469,74 R,202,362,240,1072,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_076_R_TC_46/832,1762,237,355/pct:40/0/default.jpg",,,,,T,NL,469,76 R,832,1762,237,355,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_076_V_TC_46/770,3252,172,1060/pct:40/0/default.jpg",,,,,T,NL,469,76 V,770,3252,172,1060,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_094_R_TC_46/182,2402,237,780/pct:40/0/default.jpg",A,blue,,S,,,469,94 R,182,2402,237,780,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_102_V_TC_46/842,2640,130,432/pct:40/0/default.jpg",,,,,T,NL,469,102 V,842,2640,130,432,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_111_V_TC_46/792,1177,205,762/pct:40/0/default.jpg",I,blue,,S,,,469,111 V,792,1177,205,762,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_112_R_TC_46/127,2067,302,672/pct:40/0/default.jpg",P,blue,,S,,,469,112 R,127,2067,302,672,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_122_V_TC_46/855,1462,167,495/pct:40/0/default.jpg",,,,,T,NL,469,122 V,855,1462,167,495,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_127_V_TC_46/735,315,340,1265/pct:40/0/default.jpg",Q,blue ,red,D,,,469,127 V,735,315,340,1265,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_135_V_TC_46/605,1802,427,1145/pct:40/0/default.jpg",G,blue,red,D,,,469,135 V,605,1802,427,1145,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_142_V_TC_46/492,412,555,1927/pct:40/0/default.jpg",H,blue,red,D,,,469,142 V,492,412,555,1927,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_143_V_TC_46/795,2217,197,520/pct:40/0/default.jpg",S,blue,,S,,,469,143 V,795,2217,197,520,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_161_R_TC_46/315,462,165,822/pct:40/0/default.jpg",,,,,T,NL,469,161 R,315,462,165,822,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_168_V_TC_46/847,2337,272,765/pct:40/0/default.jpg",L,red,,S,,,469,168 V,847,2337,272,765,
"https://stacks.stanford.edu/image/iiif/cy895rg0439%2F047_137_R_TC_46/125,4340,262,582/pct:40/0/default.jpg",,,,,T,MC,47,137 R,125,4340,262,582,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_058_R_TC_46/2112,3542,982,2152/pct:40/0/default.jpg",F,gold,blue; red,I,,,48,58 R,2112,3542,982,2152,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_117_V_TC_46/3002,2102,212,562/pct:40/0/default.jpg",H,blue,red,D,,,48,117 V,3002,2102,212,562,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_129_R_TC_46/2372,1082,175,362/pct:40/0/default.jpg",T,blue,red,D,,,48,129 R,2372,1082,175,362,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_139_V_TC_46/3045,2012,67,500/pct:40/0/default.jpg",I,blue,red,D,,,48,139 V,3045,2012,67,500,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_142_V_TC_46/1970,1430,770,912/pct:40/0/default.jpg",U,gold,red; blue; green,I,,,48,142 V,1970,1430,770,912,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_143_V_TC_46/1982,2967,810,895/pct:40/0/default.jpg",O,gold,blue; green; red,I,,,48,143 V,1982,2967,810,895,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_158_R_TC_46/225,495,182,230/pct:40/0/default.jpg",G,gold,blue,D,,,48,158 R,225,495,182,230,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_174_V_TC_46/705,1845,175,645/pct:40/0/default.jpg",I,blue,red,D,,,48,174 V,705,1845,175,645,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_179_V_TC_46/2937,2447,222,1072/pct:40/0/default.jpg",I,blue,red,D,,,48,179 V,2937,2447,222,1072,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_185_V_TC_46/3030,2765,172,690/pct:40/0/default.jpg",F,blue,red,D,,,48,185 V,3030,2765,172,690,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_200_V_TC_46/697,3532,1072,295/pct:40/0/default.jpg",,,,,T,NL,48,200 V,697,3532,1072,295,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_204_V_TC_46/1567,4262,722,900/pct:40/0/default.jpg",M,gold,blue; green; red,M,,,48,204 V,1567,4262,722,900,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_204_V_TC_46/2470,4242,702,785/pct:40/0/default.jpg",L,gold,red; green; blue,M,,PT,48,204 V,2470,4242,702,785,Borderline error; bottom of LN cut off
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_205_V_TC_46/2332,2847,650,2670/pct:40/0/default.jpg",F,blue,gold; red; green,L,,,48,205 V,2332,2847,650,2670,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_243_V_TC_46/3040,4535,407,382/pct:40/0/default.jpg",D,red,green; blue,M,,,48,243 V,3040,4535,407,382,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_245_R_TC_46/2127,510,932,1072/pct:40/0/default.jpg",Q,gold,blue; red,I,,,48,245 R,2127,510,932,1072,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_253_R_TC_46/2280,1532,270,320/pct:40/0/default.jpg",C,red,blue; green,M,,,48,253 R,2280,1532,270,320,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_257_V_TC_46/3000,912,475,397/pct:40/0/default.jpg",G,red,green; blue,M,,,48,257 V,3000,912,475,397,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_263_R_TC_46/2282,1307,835,1822/pct:40/0/default.jpg",P,gold,blue; green; red,I,,,48,263 R,2282,1307,835,1822,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_274_R_TC_46/1690,3375,230,345/pct:40/0/default.jpg",P,blue,,S,,,48,274 R,1690,3375,230,345,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_033_V_TC_46/987,2417,415,2165/pct:40/0/default.jpg",D,red,blue,D,,,484,33 V,987,2417,415,2165,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_073_V_TC_46/2522,452,462,4152/pct:40/0/default.jpg",P,blue,red,D,,,484,73 V,2522,452,462,4152,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_092_V_TC_46/2500,1867,567,3467/pct:40/0/default.jpg",H,red,blue,D,,,484,92 V,2500,1867,567,3467,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_098_R_TC_46/1620,415,537,2147/pct:40/0/default.jpg",S,red,blue,D,,,484,98 R,1620,415,537,2147,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_117_R_TC_46/15,5307,167,387/pct:40/0/default.jpg",,,,,T,PT,484,117 R,15,5307,167,387,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_214_R_TC_46/1675,3707,442,1657/pct:40/0/default.jpg",I,red,blue,D,,,484,214 R,1675,3707,442,1657,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_220_V_TC_46/2255,2382,735,4015/pct:40/0/default.jpg",R,red,blue,D,,,484,220 V,2255,2382,735,4015,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_238_V_TC_46/355,2355,925,3662/pct:40/0/default.jpg",F,red,blue,D,,,484,238 V,355,2355,925,3662,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_300_R_TC_46/185,287,532,2995/pct:40/0/default.jpg",T,red,blue,D,,,484,300 R,185,287,532,2995,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_322_V_TC_46/2600,3732,400,615/pct:40/0/default.jpg",C,red,blue,D,,,484,322 V,2600,3732,400,615,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_337_V_TC_46/597,1500,505,3685/pct:40/0/default.jpg",I,blue,red,D,,,484,337 V,597,1500,505,3685,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_563_R_TC_46/1547,2805,615,825/pct:40/0/default.jpg",O,yellow,blue; gold; green,I,,,484,563 R,1547,2805,615,825,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_598_V_TC_46/2405,3217,432,2747/pct:40/0/default.jpg",P,red,blue,D,,,484,598 V,2405,3217,432,2747,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_605_V_TC_46/280,4175,802,2325/pct:40/0/default.jpg",A,blue ,red,D,,,484,605 V,280,4175,802,2325,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_610_V_TC_46/2300,5150,265,1147/pct:40/0/default.jpg",,,,,T,PT,484,610 V,2300,5150,265,1147,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_615_R_TC_46/1605,3187,547,3027/pct:40/0/default.jpg",N,blue,red,D,,,484,615 R,1605,3187,547,3027,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_623_V_TC_46/332,5322,390,1205/pct:40/0/default.jpg",,,,,T,PT,484,623 V,332,5322,390,1205,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_645_R_TC_46/45,4085,105,375/pct:40/0/default.jpg",,,,,T,IN,484,645 R,45,4085,105,375,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_646_R_TC_46/1067,2192,572,3490/pct:40/0/default.jpg",F,blue,red,D,,,484,646 R,1067,2192,572,3490,DC
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_662_V_TC_46/2945,2880,127,497/pct:40/0/default.jpg",,,,,T,IN,484,662 V,2945,2880,127,497,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_663_R_TC_46/102,960,107,392/pct:40/0/default.jpg",,,,,T,IN,484,663 R,102,960,107,392,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_663_R_TC_46/2560,3980,125,412/pct:40/0/default.jpg",,,,,T,IN,484,663 R,2560,3980,125,412,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_004_V_TC_46/3030,5825,607,1762/pct:40/0/default.jpg",F,blue,red,D,,,485,4 V,3030,5825,607,1762,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_020_V_TC_46/3057,902,557,3507/pct:40/0/default.jpg",D,blue,red,D,,,485,20 V,3057,902,557,3507,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_033_V_TC_46/2015,2510,267,590/pct:40/0/default.jpg",L,red, blue,D,,,485,33 V,2015,2510,267,590,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_043_R_TC_46/2,5432,400,890/pct:40/0/default.jpg",L,red,blue,D,,,485,43 R,2,5432,400,890,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_051_R_TC_46/1935,3440,502,2542/pct:40/0/default.jpg",H,blue,red,D,,,485,51 R,1935,3440,502,2542,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_058_R_TC_46/1772,1947,615,2137/pct:40/0/default.jpg",N,red,blue,D,,,485,58 R,1772,1947,615,2137,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_065_R_TC_46/1807,3317,615,2047/pct:40/0/default.jpg",Q,blue,red,D,,,485,65 R,1807,3317,615,2047,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_066_V_TC_46/2965,4085,352,3502/pct:40/0/default.jpg",I,blue,red,D,,,485,66 V,2965,4085,352,3502,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_070_V_TC_46/3042,3535,490,1945/pct:40/0/default.jpg",H,blue,red,D,,,485,70 V,3042,3535,490,1945,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_073_V_TC_46/3102,5247,472,1637/pct:40/0/default.jpg",H,red,blue,D,,,485,73 V,3102,5247,472,1637,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_075_R_TC_46/2,3580,392,337/pct:40/0/default.jpg",D,red,blue,D,,,485,75 R,2,3580,392,337,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_081_V_TC_46/2925,3307,620,3037/pct:40/0/default.jpg",F,blue,red,D,,,485,81 V,2925,3307,620,3037,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_089_R_TC_46/1747,4615,632,2765/pct:40/0/default.jpg",F,blue,red,D,,,485,89 R,1747,4615,632,2765,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_090_V_TC_46/2965,1485,377,4335/pct:40/0/default.jpg",I,blue,red,D,,,485,90 V,2965,1485,377,4335,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_095_R_TC_46/1745,2337,337,2520/pct:40/0/default.jpg",I,red,blue,D,,,485,95 R,1745,2337,337,2520,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_096_V_TC_46/827,570,555,4367/pct:40/0/default.jpg",I,blue,red,D,,,485,96 V,827,570,555,4367,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_104_R_TC_46/1885,3152,360,642/pct:40/0/default.jpg",R,red,blue,D,,,485,104 R,1885,3152,360,642,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_107_V_TC_46/3122,2120,435,2565/pct:40/0/default.jpg",N,blue,red,D,,,485,107 V,3122,2120,435,2565,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_119_V_TC_46/1100,1002,445,1227/pct:40/0/default.jpg",E,red,blue,D,,,485,119 V,1100,1002,445,1227,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_126_R_TC_46/2,5062,277,947/pct:40/0/default.jpg",F,blue,red,D,,,485,126 R,2,5062,277,947,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_127_R_TC_46/1880,5655,240,1522/pct:40/0/default.jpg",I,red,blue,D,,,485,127 R,1880,5655,240,1522,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_135_R_TC_46/1920,3180,537,2802/pct:40/0/default.jpg",C,red,blue,D,,,485,135 R,1920,3180,537,2802,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_135_R_TC_46/2,2925,377,1247/pct:40/0/default.jpg",D,blue,red,D,,,485,135 R,2,2925,377,1247,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_140_R_TC_46/1710,1367,640,3465/pct:40/0/default.jpg",F,blue,red,D,,,485,140 R,1710,1367,640,3465,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_142_R_TC_46/1722,460,330,4315/pct:40/0/default.jpg",I,blue,red,D,,,485,142 R,1722,460,330,4315,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_144_V_TC_46/3082,2212,502,4105/pct:40/0/default.jpg",F,blue,red,D,,,485,144 V,3082,2212,502,4105,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_145_V_TC_46/3072,4170,387,1307/pct:40/0/default.jpg",E,red,blue,D,,,485,145 V,3072,4170,387,1307,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_147_R_TC_46/1805,2165,340,2997/pct:40/0/default.jpg",I,red,blue,D,,,485,147 R,1805,2165,340,2997,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_153_V_TC_46/1090,3280,442,1437/pct:40/0/default.jpg",R,red,blue,D,,,485,153 V,1090,3280,442,1437,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_163_V_TC_46/2935,457,635,3980/pct:40/0/default.jpg",P,blue,red,D,,,485,163 V,2935,457,635,3980,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_165_V_TC_46/1012,3022,522,1155/pct:40/0/default.jpg",R,red,blue,D,,,485,165 V,1012,3022,522,1155,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_167_R_TC_46/1522,5665,920,1995/pct:40/0/default.jpg",A,blue,red,D,,,485,167 R,1522,5665,920,1995,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_167_V_TC_46/885,3110,652,2020/pct:40/0/default.jpg",H,red,blue,D,,,485,167 V,885,3110,652,2020,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_168_R_TC_46/2,1627,320,537/pct:40/0/default.jpg",N,red,blue,D,,,485,168 R,2,1627,320,537,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_169_R_TC_46/52,1310,340,747/pct:40/0/default.jpg",P,red,blue,D,,,485,169 R,52,1310,340,747,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_170_V_TC_46/3020,2982,320,3075/pct:40/0/default.jpg",I,red,blue,D,,,485,170 V,3020,2982,320,3075,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_171_R_TC_46/100,2060,267,317/pct:40/0/default.jpg",Q,red,blue,D,,,485,171 R,100,2060,267,317,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_172_R_TC_46/1752,2905,572,2132/pct:40/0/default.jpg",C,blue,red,D,,,485,172 R,1752,2905,572,2132,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_179_V_TC_46/75,2715,1757,3367/pct:40/0/default.jpg",S,red,blue,I,,,485,179 V,75,2715,1757,3367,inhabited
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_187_V_TC_46/3012,5425,762,2072/pct:40/0/default.jpg",Q,blue,red,D,,,485,187 V,3012,5425,762,2072,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_187_V_TC_46/882,2062,782,1775/pct:40/0/default.jpg",M,blue,red,D,,,485,187 V,882,2062,782,1775,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_188_R_TC_46/1285,4415,1035,3157/pct:40/0/default.jpg",P,blue,red,D,,,485,188 R,1285,4415,1035,3157,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_189_V_TC_46/1257,6085,375,322/pct:40/0/default.jpg",C,red,blue,D,,,485,189 V,1257,6085,375,322,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_189_V_TC_46/3002,722,610,3190/pct:40/0/default.jpg",D,blue,red,D,,,485,189 V,3002,722,610,3190,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_190_R_TC_46/1792,1162,632,2577/pct:40/0/default.jpg",D,blue,red,D,,,485,190 R,1792,1162,632,2577,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_201_R_TC_46/2,3322,290,1172/pct:40/0/default.jpg",S,red,blue,D,,,485,201 R,2,3322,290,1172,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_205_R_TC_46/10,1032,337,625/pct:40/0/default.jpg",S,red,blue,D,,,485,205 R,10,1032,337,625,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_227_R_TC_46/82,3690,265,372/pct:40/0/default.jpg",E,red,blue,D,,,485,227 R,82,3690,265,372,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_249_R_TC_46/110,1745,207,500/pct:40/0/default.jpg",E,red,blue,D,,,485,249 R,110,1745,207,500,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_254_V_TC_46/1245,1352,545,532/pct:40/0/default.jpg",C,red,blue,M,,,485,254 V,1245,1352,545,532,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_287_V_TC_46/3047,962,475,4292/pct:40/0/default.jpg",I,red,blue,D,,,485,287 V,3047,962,475,4292,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_313_R_TC_46/12,5082,370,925/pct:40/0/default.jpg",E,red,blue,D,,,485,313 R,12,5082,370,925,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_336_R_TC_46/1990,1107,527,3127/pct:40/0/default.jpg",T,red,blue,D,,,485,336 R,1990,1107,527,3127,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_342_V_TC_46/2665,1665,750,3645/pct:40/0/default.jpg",I,blue,red,D,,,485,342 V,2665,1665,750,3645,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_343_R_TC_46/2,902,632,3157/pct:40/0/default.jpg",A,red,blue,D,,,485,343 R,2,902,632,3157,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_347_R_TC_46/3742,5282,355,462/pct:40/0/default.jpg",,,,,T,IN,485,347 R,3742,5282,355,462,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_350_V_TC_46/3005,5530,560,2065/pct:40/0/default.jpg",D,red,blue,D,,,485,350 V,3005,5530,560,2065,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_353_V_TC_46/810,2787,635,1472/pct:40/0/default.jpg",F,blue,red,D,,,485,353 V,810,2787,635,1472,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_359_R_TC_46/85,5557,797,1332/pct:40/0/default.jpg",M,red,blue; yellow,M,,,485,359 R,85,5557,797,1332,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_364_R_TC_46/90,4235,385,460/pct:40/0/default.jpg",V,red,blue,D,,,485,364 R,90,4235,385,460,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_369_R_TC_46/10,4945,510,1442/pct:40/0/default.jpg",P,blue,red,D,,,485,369 R,10,4945,510,1442,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_376_R_TC_46/7,350,555,957/pct:40/0/default.jpg",O,blue,red,D,,,485,376 R,7,350,555,957,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_106_R_TC_46/847,1082,730,1070/pct:40/0/default.jpg",,,,,T,PT,49,106 R,847,1082,730,1070,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_115_R_TC_46/2260,2177,365,1182/pct:40/0/default.jpg",N,blue,red,D,,,49,115 R,2260,2177,365,1182,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_122_V_TC_46/3555,5135,435,1590/pct:40/0/default.jpg",U,red,blue,D,,,49,122 V,3555,5135,435,1590,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_137_R_TC_46/2215,4512,265,2235/pct:40/0/default.jpg",I,red,blue,D,,,49,137 R,2215,4512,265,2235,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_137_V_TC_46/3430,2192,472,1710/pct:40/0/default.jpg",D,red,blue,D,,,49,137 V,3430,2192,472,1710,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_140_R_TC_46/2232,5010,530,1192/pct:40/0/default.jpg",F,red,blue,D,,,49,140 R,2232,5010,530,1192,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_140_V_TC_46/3230,347,802,330/pct:40/0/default.jpg",,,,,T,IN,49,140 V,3230,347,802,330,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_141_V_TC_46/3360,6137,615,1200/pct:40/0/default.jpg",F,red,blue,D,,,49,141 V,3360,6137,615,1200,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_166_V_TC_46/1682,802,432,1477/pct:40/0/default.jpg",P,red,blue,D,,,49,166 V,1682,802,432,1477,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_169_R_TC_46/147,5275,722,1545/pct:40/0/default.jpg",P,blue,red,D,,,49,169 R,147,5275,722,1545,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_181_R_TC_46/402,4555,402,1292/pct:40/0/default.jpg",H,red,blue,D,,,49,181 R,402,4555,402,1292,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_185_V_TC_46/1442,3557,1030,1522/pct:40/0/default.jpg",U,red,blue; green; yellow,L,,,49,185 V,1442,3557,1030,1522,inhabited
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_188_V_TC_46/3422,2375,537,1150/pct:40/0/default.jpg",R,red,blue,D,,,49,188 V,3422,2375,537,1150,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_192_R_TC_46/2212,5960,452,1267/pct:40/0/default.jpg",P,red,blue,D,,,49,192 R,2212,5960,452,1267,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_203_V_TC_46/3625,4490,435,1592/pct:40/0/default.jpg",B,red,blue,D,,,49,203 V,3625,4490,435,1592,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_205_R_TC_46/422,2112,562,1592/pct:40/0/default.jpg",U,blue,red,D,,,49,205 R,422,2112,562,1592,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_208_R_TC_46/2085,1167,405,812/pct:40/0/default.jpg",D,red,blue,D,,,49,208 R,2085,1167,405,812,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_208_R_TC_46/217,920,500,2040/pct:40/0/default.jpg",Q,red,blue,D,,,49,208 R,217,920,500,2040,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_213_V_TC_46/3530,1155,475,975/pct:40/0/default.jpg",D,red,blue,D,,,49,213 V,3530,1155,475,975,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_215_R_TC_46/2045,3052,642,1717/pct:40/0/default.jpg",L,blue,red,D,,,49,215 R,2045,3052,642,1717,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_217_R_TC_46/495,610,502,1610/pct:40/0/default.jpg",F,blue,red,D,,,49,217 R,495,610,502,1610,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_226_R_TC_46/515,5182,405,1272/pct:40/0/default.jpg",M,red,blue,D,,,49,226 R,515,5182,405,1272,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_227_R_TC_46/2300,4142,470,2712/pct:40/0/default.jpg",Q,blue,red,D,,,49,227 R,2300,4142,470,2712,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_228_V_TC_46/1492,3472,450,1310/pct:40/0/default.jpg",T,red,blue,D,,,49,228 V,1492,3472,450,1310,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_230_R_TC_46/2232,6172,457,1262/pct:40/0/default.jpg",O,blue,red,D,,,49,230 R,2232,6172,457,1262,
