URL,is_error,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/dm156pk7342%2F190_321_TC_46/2650,4457,385,165/pct:40/0/default.jpg",,190,321,2650,4457,385,165,
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_043_R_TC_46/300,1570,337,167/pct:40/0/default.jpg",,228,43 R,300,1570,337,167,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_109_R_TC_46/2185,1180,305,142/pct:40/0/default.jpg",,46,109 R,2185,1180,305,142,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_4_V_TC_46/2075,5212,575,90/pct:40/0/default.jpg",,277,4 V,2075,5212,575,90,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_46_R_TC_46/1735,3990,1582,85/pct:40/0/default.jpg",,186,46 R,1735,3990,1582,85,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_125_R_TC_46/1880,2970,372,102/pct:40/0/default.jpg",,397,125 R,1880,2970,372,102,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_090_R_TC_46/2615,5470,1220,67/pct:40/0/default.jpg",,271,90 R,2615,5470,1220,67,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_142_V_TC_46/2900,820,265,110/pct:40/0/default.jpg",,397,142 V,2900,820,265,110,
"https://stacks.stanford.edu/image/iiif/qd947xd9843%2F483_056_V_TC_46/2622,3832,307,100/pct:40/0/default.jpg",,483,56 V,2622,3832,307,100,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_135_R_TC_46/2065,2100,267,127/pct:40/0/default.jpg",,473,135 R,2065,2100,267,127,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_048_V_TC_46/2387,3077,562,137/pct:40/0/default.jpg",,470,48 V,2387,3077,562,137,
"https://stacks.stanford.edu/image/iiif/gs070yh9296%2F339_017_R_TC_46/1360,3087,1050,105/pct:40/0/default.jpg",,339,17 R,1360,3087,1050,105,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_088_V_TC_46/2387,1047,295,132/pct:40/0/default.jpg",,470,88 V,2387,1047,295,132,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_100_TC_46/3390,3160,1910,135/pct:40/0/default.jpg",,51,100,3390,3160,1910,135,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_195_V_TC_46/1565,4735,452,100/pct:40/0/default.jpg",,75,195 V,1565,4735,452,100,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_071_R_TC_46/2785,1155,562,90/pct:40/0/default.jpg",,406,71 R,2785,1155,562,90,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_008_V_TC_46/4507,1720,637,137/pct:40/0/default.jpg",,92,8 V,4507,1720,637,137,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_115_V_TC_46/2200,3270,235,117/pct:40/0/default.jpg",,473,115 V,2200,3270,235,117,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_667_R_TC_46/3540,522,360,102/pct:40/0/default.jpg",,484,667 R,3540,522,360,102,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_41_V_TC_46/2255,3667,345,132/pct:40/0/default.jpg",,186,41 V,2255,3667,345,132,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_086_V_TC_46/4467,652,155,65/pct:40/0/default.jpg",,271,86 V,4467,652,155,65,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_008_R_TC_46/357,2422,242,100/pct:40/0/default.jpg",,470,8 R,357,2422,242,100,
"https://stacks.stanford.edu/image/iiif/sx200wv7668%2F044_379_TC_46/2967,3427,1377,250/pct:40/0/default.jpg",,44,379,2967,3427,1377,250,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_192_V_TC_46/3357,1487,380,160/pct:40/0/default.jpg",,4,192 V,3357,1487,380,160,
"https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_102_R_TC_46/1840,4377,1465,102/pct:40/0/default.jpg",,356,102 R,1840,4377,1465,102,
"https://stacks.stanford.edu/image/iiif/qj220gv8417%2F139_45_R_TC_46/3742,3655,597,165/pct:40/0/default.jpg",,139,45 R,3742,3655,597,165,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_194_R_TC_46/3730,3687,332,130/pct:40/0/default.jpg",,92,194 R,3730,3687,332,130,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_54_R_TC_46/1905,3042,325,90/pct:40/0/default.jpg",,186,54 R,1905,3042,325,90,
"https://stacks.stanford.edu/image/iiif/wg555fw2314%2F330_027_V_TC_46/2430,2295,1227,95/pct:40/0/default.jpg",,330,27 V,2430,2295,1227,95,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_65_R_TC_46/2607,2422,1027,155/pct:40/0/default.jpg",,83,65 R,2607,2422,1027,155,
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_096_V_TC_46/3812,6167,582,162/pct:40/0/default.jpg",,228,96 V,3812,6167,582,162,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_072_TC_46/1887,4882,765,110/pct:40/0/default.jpg",,51,72,1887,4882,765,110,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_86_V_TC_46/4377,4922,590,172/pct:40/0/default.jpg",,269,86 V,4377,4922,590,172,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_280_V_TC_46/1992,4720,170,85/pct:40/0/default.jpg",,437,280 V,1992,4720,170,85,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_24_V_TC_46/3947,2575,1287,152/pct:40/0/default.jpg",,83,24 V,3947,2575,1287,152,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_148_V_TC_46/3722,5477,167,82/pct:40/0/default.jpg",,75,148 V,3722,5477,167,82,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_244_V_TC_46/2367,6202,1002,110/pct:40/0/default.jpg",,10,244 V,2367,6202,1002,110,
"https://stacks.stanford.edu/image/iiif/fz541vq7367%2F164_53_R_TC_46/2120,5060,200,90/pct:40/0/default.jpg",,164,53 R,2120,5060,200,90,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_147_V_TC_46/4395,870,785,260/pct:40/0/default.jpg",,33,147 V,4395,870,785,260,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_005_R_TC_46/1265,5020,247,72/pct:40/0/default.jpg",,48,5 R,1265,5020,247,72,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_123_R_TC_46/3720,1590,762,170/pct:40/0/default.jpg",,269,123 R,3720,1590,762,170,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_055_R_TC_46/187,1502,682,120/pct:40/0/default.jpg",,397,55 R,187,1502,682,120,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_130_V_TC_46/4825,3325,267,112/pct:40/0/default.jpg",,397,130 V,4825,3325,267,112,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_016_V_TC_46/3412,2055,1675,115/pct:40/0/default.jpg",,397,16 V,3412,2055,1675,115,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_177_V_TC_46/2252,1497,920,130/pct:40/0/default.jpg",,92,177 V,2252,1497,920,130,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_224_R_TC_46/4832,737,615,77/pct:40/0/default.jpg",,271,224 R,4832,737,615,77,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_189_R_TC_46/910,697,407,130/pct:40/0/default.jpg",,473,189 R,910,697,407,130,
"https://stacks.stanford.edu/image/iiif/bj009wm8755%2F111_307_TC_46/630,1145,747,180/pct:40/0/default.jpg",,111,307,630,1145,747,180,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_311_R_TC_46/2157,6137,337,107/pct:40/0/default.jpg",,49,311 R,2157,6137,337,107,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_47_V_TC_46/4147,1637,1107,147/pct:40/0/default.jpg",,83,47 V,4147,1637,1107,147,
"https://stacks.stanford.edu/image/iiif/fv767tq7253%2F457_035_V_TC_46/3802,2275,862,200/pct:40/0/default.jpg",,457,35 V,3802,2275,862,200,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_043_V_TC_46/1682,2395,232,100/pct:40/0/default.jpg",,75,43 V,1682,2395,232,100,
"https://stacks.stanford.edu/image/iiif/pq756vs0720%2F292_112_V_TC_46/4485,7637,632,225/pct:40/0/default.jpg",,292,112 V,4485,7637,632,225,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_070_V_TC_46/782,5175,285,117/pct:40/0/default.jpg",,397,70 V,782,5175,285,117,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_49_R_TC_46/1445,942,297,135/pct:40/0/default.jpg",,33,49 R,1445,942,297,135,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_140_R_TC_46/1240,6205,852,140/pct:40/0/default.jpg",,4,140 R,1240,6205,852,140,
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_204_R_TC_46/1482,4480,1115,102/pct:40/0/default.jpg",,275,204 R,1482,4480,1115,102,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_18_R_TC_46/2525,1847,512,170/pct:40/0/default.jpg",,83,18 R,2525,1847,512,170,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_76_V_TC_46/2095,3717,567,80/pct:40/0/default.jpg",,277,76 V,2095,3717,567,80,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_092_R_TC_46/2155,1527,550,230/pct:40/0/default.jpg",,23,92 R,2155,1527,550,230,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_075_V_TC_46/2230,1535,847,150/pct:40/0/default.jpg",,470,75 V,2230,1535,847,150,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_147_V_TC_46/2240,1272,347,120/pct:40/0/default.jpg",,473,147 V,2240,1272,347,120,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_81_R_TC_46/720,1997,207,100/pct:40/0/default.jpg",,27,81 R,720,1997,207,100,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_20_V_TC_46/4657,2052,345,132/pct:40/0/default.jpg",,50,20 V,4657,2052,345,132,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_027_V_TC_46/1482,7810,1965,135/pct:40/0/default.jpg",,92,27 V,1482,7810,1965,135,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_133_V_TC_46/3025,1190,467,145/pct:40/0/default.jpg",,22,133 V,3025,1190,467,145,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_002_R_TC_46/87,1605,345,125/pct:40/0/default.jpg",,230,2 R,87,1605,345,125,
"https://stacks.stanford.edu/image/iiif/vv924dt3892%2F405_219_V_TC_46/2207,4017,287,105/pct:40/0/default.jpg",,405,219 V,2207,4017,287,105,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_28_V_TC_46/4617,4950,405,160/pct:40/0/default.jpg",,300,28 V,4617,4950,405,160,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_008_TC_46/5000,4512,375,137/pct:40/0/default.jpg",,51,8,5000,4512,375,137,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_200_R_TC_46/2457,1170,1045,162/pct:40/0/default.jpg",,83,200 R,2457,1170,1045,162,
"https://stacks.stanford.edu/image/iiif/vb856kp8798%2F002II_220_R_TC_46/4185,5640,335,165/pct:40/0/default.jpg",,2II,220 R,4185,5640,335,165,
"https://stacks.stanford.edu/image/iiif/fz541vq7367%2F164_48_R_TC_46/2637,3602,255,80/pct:40/0/default.jpg",,164,48 R,2637,3602,255,80,
"https://stacks.stanford.edu/image/iiif/ks656dq8163%2F140_115_R_TC_46/1177,847,275,107/pct:40/0/default.jpg",,140,115 R,1177,847,275,107,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_139_V_TC_46/1690,5510,277,95/pct:40/0/default.jpg",,75,139 V,1690,5510,277,95,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_169_R_TC_46/1752,6427,792,207/pct:40/0/default.jpg",,46,169 R,1752,6427,792,207,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_241_V_TC_46/2395,6125,465,92/pct:40/0/default.jpg",,49,241 V,2395,6125,465,92,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_112_R_TC_46/3620,5055,460,165/pct:40/0/default.jpg",,50,112 R,3620,5055,460,165,
"https://stacks.stanford.edu/image/iiif/qj220gv8417%2F139_85_R_TC_46/2392,7285,1965,235/pct:40/0/default.jpg",,139,85 R,2392,7285,1965,235,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_78_R_TC_46/1450,1735,755,82/pct:40/0/default.jpg",,277,78 R,1450,1735,755,82,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_53_V_TC_46/2050,3492,310,87/pct:40/0/default.jpg",,277,53 V,2050,3492,310,87,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_153_R_TC_46/192,3692,615,107/pct:40/0/default.jpg",,271,153 R,192,3692,615,107,
"https://stacks.stanford.edu/image/iiif/ks785nk0024%2F322_004_R_TC_46/3577,2142,587,215/pct:40/0/default.jpg",,322,4 R,3577,2142,587,215,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_027_V_TC_46/2160,3712,390,125/pct:40/0/default.jpg",,397,27 V,2160,3712,390,125,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_134_R_TC_46/3912,6942,380,160/pct:40/0/default.jpg",,50,134 R,3912,6942,380,160,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_137_V_TC_46/3677,6937,1432,210/pct:40/0/default.jpg",,16II,137 V,3677,6937,1432,210,
"https://stacks.stanford.edu/image/iiif/wd305nz9008%2F281_091_V_TC_46/2127,4360,1320,130/pct:40/0/default.jpg",,281,91 V,2127,4360,1320,130,
"https://stacks.stanford.edu/image/iiif/tj601fd3737%2F149_ii_R_TC_46/3130,6337,577,125/pct:40/0/default.jpg",,149,ii R,3130,6337,577,125,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_171_V_TC_46/3990,6295,935,150/pct:40/0/default.jpg",,83,171 V,3990,6295,935,150,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_27_R_TC_46/1560,1582,752,95/pct:40/0/default.jpg",,186,27 R,1560,1582,752,95,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_42_R_TC_46/3387,1775,592,160/pct:40/0/default.jpg",,300,42 R,3387,1775,592,160,
"https://stacks.stanford.edu/image/iiif/vv924dt3892%2F405_124_R_TC_46/1777,2167,1072,120/pct:40/0/default.jpg",,405,124 R,1777,2167,1072,120,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_078_R_TC_46/1460,1447,425,105/pct:40/0/default.jpg",,10,78 R,1460,1447,425,105,
"https://stacks.stanford.edu/image/iiif/wd305nz9008%2F281_084_V_TC_46/347,3430,520,237/pct:40/0/default.jpg",,281,84 V,347,3430,520,237,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_36_R_TC_46/3905,5380,672,150/pct:40/0/default.jpg",,300,36 R,3905,5380,672,150,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_19_V_TC_46/4677,3100,355,160/pct:40/0/default.jpg",,50,19 V,4677,3100,355,160,
"https://stacks.stanford.edu/image/iiif/cy895rg0439%2F047_50_V_TC_46/1085,3537,940,172/pct:40/0/default.jpg",,47,50 V,1085,3537,940,172,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_276_R_TC_46/2312,927,172,72/pct:40/0/default.jpg",,48,276 R,2312,927,172,72,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_247_TC_46/2535,3355,472,135/pct:40/0/default.jpg",,51,247,2535,3355,472,135,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_247_R_TC_46/1495,2035,287,122/pct:40/0/default.jpg",,463,247 R,1495,2035,287,122,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_110_R_TC_46/2042,3622,277,125/pct:40/0/default.jpg",,295,110 R,2042,3622,277,125,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_vi_V_TC_46/2490,4527,1045,115/pct:40/0/default.jpg",,26,vi V,2490,4527,1045,115,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_200_TC_46/2722,4250,1280,142/pct:40/0/default.jpg",,51,200,2722,4250,1280,142,
"https://stacks.stanford.edu/image/iiif/fr610kh2998%2F422_022_TC_46/1645,4910,1380,145/pct:40/0/default.jpg",,422,22,1645,4910,1380,145,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_vi_V_TC_46/4802,4335,410,120/pct:40/0/default.jpg",,295,vi V,4802,4335,410,120,
"https://stacks.stanford.edu/image/iiif/pm493kf4162%2F424_028_R_TC_46/1805,1870,532,130/pct:40/0/default.jpg",,424,28 R,1805,1870,532,130,
"https://stacks.stanford.edu/image/iiif/bq134cn1846%2F433_004_V_TC_46/3490,7250,2055,332/pct:40/0/default.jpg",,433,4 V,3490,7250,2055,332,
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_133_R_TC_46/3987,5157,1042,142/pct:40/0/default.jpg",,316,133 R,3987,5157,1042,142,
"https://stacks.stanford.edu/image/iiif/qd947xd9843%2F483_156_V_TC_46/3432,3530,340,110/pct:40/0/default.jpg",,483,156 V,3432,3530,340,110,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_111_R_TC_46/1145,3697,342,112/pct:40/0/default.jpg",,29,111 R,1145,3697,342,112,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_167_R_TC_46/3957,4725,425,167/pct:40/0/default.jpg",,50,167 R,3957,4725,425,167,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_005_V_TC_46/2950,4190,262,75/pct:40/0/default.jpg",,48,5 V,2950,4190,262,75,
"https://stacks.stanford.edu/image/iiif/rb035hx9922%2F67_130_R_TC_46/4007,1730,635,165/pct:40/0/default.jpg",,67,130 R,4007,1730,635,165,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_438_R_TC_46/1962,4397,297,102/pct:40/0/default.jpg",,49,438 R,1962,4397,297,102,
"https://stacks.stanford.edu/image/iiif/wg555fw2314%2F330_112_V_TC_46/3322,1082,145,70/pct:40/0/default.jpg",,330,112 V,3322,1082,145,70,
"https://stacks.stanford.edu/image/iiif/qf131kj9626%2F280_186_R_TC_46/1755,5015,937,200/pct:40/0/default.jpg",,280,186 R,1755,5015,937,200,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_668_V_TC_46/3052,2985,420,100/pct:40/0/default.jpg",,484,668 V,3052,2985,420,100,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_030_TC_46/4047,5427,1297,135/pct:40/0/default.jpg",,51,30,4047,5427,1297,135,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_12_R_TC_46/3730,5440,415,172/pct:40/0/default.jpg",,50,12 R,3730,5440,415,172,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_190_V_TC_46/5280,2722,285,102/pct:40/0/default.jpg",,75,190 V,5280,2722,285,102,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_126_R_TC_46/1580,2600,652,97/pct:40/0/default.jpg",,33,126 R,1580,2600,652,97,
"https://stacks.stanford.edu/image/iiif/vw680fn2153%2F187_095_R_TC_46/1512,3867,1545,115/pct:40/0/default.jpg",,187,95 R,1512,3867,1545,115,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_137_V_TC_46/2262,5112,732,177/pct:40/0/default.jpg",,317,137 V,2262,5112,732,177,
"https://stacks.stanford.edu/image/iiif/xq050qp5257%2F267_120_V_TC_46/2012,457,817,97/pct:40/0/default.jpg",,267,120 V,2012,457,817,97,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_iv_R_TC_46/967,3572,532,100/pct:40/0/default.jpg",,22,iv R,967,3572,532,100,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_057_R_TC_46/2382,2905,802,95/pct:40/0/default.jpg",,75,57 R,2382,2905,802,95,
"https://stacks.stanford.edu/image/iiif/vn209hf3082%2F505_100_V_TC_46/2852,1735,510,72/pct:40/0/default.jpg",,505,100 V,2852,1735,510,72,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_226_V_TC_46/5275,5497,255,97/pct:40/0/default.jpg",,75,226 V,5275,5497,255,97,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_117_R_TC_46/4187,4675,1435,105/pct:40/0/default.jpg",,271,117 R,4187,4675,1435,105,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_16_V_TC_46/760,1902,1020,162/pct:40/0/default.jpg",,300,16 V,760,1902,1020,162,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_036_V_TC_46/5065,3905,677,155/pct:40/0/default.jpg",,4,36 V,5065,3905,677,155,
"https://stacks.stanford.edu/image/iiif/kz798mq9330%2F439_079_V_TC_46/215,4560,1842,160/pct:40/0/default.jpg",,439,79 V,215,4560,1842,160,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_130_R_TC_46/2105,4225,237,107/pct:40/0/default.jpg",,397,130 R,2105,4225,237,107,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_008_V_TC_46/2642,4362,535,135/pct:40/0/default.jpg",,92,8 V,2642,4362,535,135,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_vi_V_TC_46/4552,6470,380,82/pct:40/0/default.jpg",,50,vi V,4552,6470,380,82,
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_233l_V_TC_46/20,1602,427,125/pct:40/0/default.jpg",,275,233l V,20,1602,427,125,
"https://stacks.stanford.edu/image/iiif/rs890dd0432%2F191_009_TC_46/1187,1620,1255,142/pct:40/0/default.jpg",,191,9,1187,1620,1255,142,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_90_V_TC_46/1935,3475,220,67/pct:40/0/default.jpg",,136,90 V,1935,3475,220,67,
"https://stacks.stanford.edu/image/iiif/nh464gk4498%2F107_12_R_TC_46/2335,1912,1155,95/pct:40/0/default.jpg",,107,12 R,2335,1912,1155,95,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_034_TC_46/2660,5490,337,137/pct:40/0/default.jpg",,51,34,2660,5490,337,137,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/2105,6100,307,70/pct:40/0/default.jpg",,26,a R,2105,6100,307,70,
"https://stacks.stanford.edu/image/iiif/hb336yt8349%2F375_004_V_TC_46/3315,1255,315,125/pct:40/0/default.jpg",,375,4 V,3315,1255,315,125,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_178_R_TC_46/2520,5370,752,157/pct:40/0/default.jpg",,83,178 R,2520,5370,752,157,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_093_R_TC_46/4712,6267,887,90/pct:40/0/default.jpg",,271,93 R,4712,6267,887,90,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_144_V_TC_46/1732,565,270,100/pct:40/0/default.jpg",,473,144 V,1732,565,270,100,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_037_V_TC_46/2302,3175,792,145/pct:40/0/default.jpg",,470,37 V,2302,3175,792,145,
"https://stacks.stanford.edu/image/iiif/fz541vq7367%2F164_40_V_TC_46/2577,3930,697,102/pct:40/0/default.jpg",,164,40 V,2577,3930,697,102,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_160_V_TC_46/4130,5072,512,90/pct:40/0/default.jpg",,49,160 V,4130,5072,512,90,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_012_TC_46/3425,2152,1937,122/pct:40/0/default.jpg",,51,12,3425,2152,1937,122,
"https://stacks.stanford.edu/image/iiif/sn284rv5537%2F462_074_V_TC_46/1237,1522,682,130/pct:40/0/default.jpg",,462,74 V,1237,1522,682,130,
"https://stacks.stanford.edu/image/iiif/dm156pk7342%2F190_135_TC_46/2357,2415,547,197/pct:40/0/default.jpg",,190,135,2357,2415,547,197,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_057_R_TC_46/4525,5247,255,112/pct:40/0/default.jpg",,10,57 R,4525,5247,255,112,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_139_R_TC_46/2765,3920,1660,165/pct:40/0/default.jpg",,269,139 R,2765,3920,1660,165,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_ix_V_TC_46/1662,3290,537,105/pct:40/0/default.jpg",,22,ix V,1662,3290,537,105,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_203_R_TC_46/1642,4117,1495,100/pct:40/0/default.jpg",,130,203 R,1642,4117,1495,100,
"https://stacks.stanford.edu/image/iiif/df920pp7276%2F184_17_R_TC_46/3540,2870,855,207/pct:40/0/default.jpg",,184,17 R,3540,2870,855,207,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_241_V_TC_46/3412,4297,402,125/pct:40/0/default.jpg",,463,241 V,3412,4297,402,125,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_077_V_TC_46/775,5877,552,140/pct:40/0/default.jpg",,230,77 V,775,5877,552,140,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_109_V_TC_46/4507,3097,792,160/pct:40/0/default.jpg",,83,109 V,4507,3097,792,160,
"https://stacks.stanford.edu/image/iiif/kj101dc0788%2F313_047_R_TC_46/3120,7087,1482,210/pct:40/0/default.jpg",,313,47 R,3120,7087,1482,210,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_37_R_TC_46/2902,4877,490,172/pct:40/0/default.jpg",,300,37 R,2902,4877,490,172,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_073_R_TC_46/682,2057,655,90/pct:40/0/default.jpg",,75,73 R,682,2057,655,90,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_x_V_TC_46/3870,5442,405,80/pct:40/0/default.jpg",,29,x V,3870,5442,405,80,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_133_V_TC_46/5137,4850,477,140/pct:40/0/default.jpg",,4,133 V,5137,4850,477,140,
"https://stacks.stanford.edu/image/iiif/dw493fs0065%2F163_273_TC_46/4242,6417,385,165/pct:40/0/default.jpg",,163,273,4242,6417,385,165,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_178_V_TC_46/3772,402,1282,67/pct:40/0/default.jpg",,437,178 V,3772,402,1282,67,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_227_V_TC_46/3425,5645,212,90/pct:40/0/default.jpg",,271,227 V,3425,5645,212,90,
"https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_44_V_TC_46/1185,2737,365,140/pct:40/0/default.jpg",,315,44 V,1185,2737,365,140,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_63_R_TC_46/12,2605,330,160/pct:40/0/default.jpg",,83,63 R,12,2605,330,160,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_24_R_TC_46/1830,1240,345,85/pct:40/0/default.jpg",,277,24 R,1830,1240,345,85,
