URL,Letter,"primary 
color","secondary 
colors",is Error,Error Description,ms_no,page,rv,x,y,w,h,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_403_V_TC_46/1513,3880,388,908/pct:40/0/default.jpg",T,blue,red,,,49,403,V,1513,3880,388,908,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_404_R_TC_46/488,1103,490,988/pct:40/0/default.jpg",U,red,blue,,,49,404,R,488,1103,490,988,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_405_V_TC_46/3465,1143,318,818/pct:40/0/default.jpg",N,blue,red,,,49,405,V,3465,1143,318,818,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_407_R_TC_46/533,3258,263,985/pct:40/0/default.jpg",S,blue,red,,,49,407,R,533,3258,263,985,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_408_R_TC_46/458,2923,443,1125/pct:40/0/default.jpg",F,red,blue,,,49,408,R,458,2923,443,1125,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_408_R_TC_46/2253,4725,383,1218/pct:40/0/default.jpg",H,blue,red,,,49,408,R,2253,4725,383,1218,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_408_V_TC_46/3408,4520,415,1763/pct:40/0/default.jpg",S,red,blue,,,49,408,V,3408,4520,415,1763,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_409_R_TC_46/618,3833,568,1433/pct:40/0/default.jpg",U,blue,red,,,49,409,R,618,3833,568,1433,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_416_R_TC_46/538,5173,330,1150/pct:40/0/default.jpg",E,red,blue,,,49,416,R,538,5173,330,1150,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_416_R_TC_46/2283,3715,403,2083/pct:40/0/default.jpg",A,blue,red,,,49,416,R,2283,3715,403,2083,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_416_V_TC_46/3268,3578,430,1255/pct:40/0/default.jpg",O,blue,red,,,49,416,V,3268,3578,430,1255,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_417_R_TC_46/420,1428,575,1960/pct:40/0/default.jpg",A,red,blue,,,49,417,R,420,1428,575,1960,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_417_R_TC_46/2398,1220,310,538/pct:40/0/default.jpg",D,blue,red,,,49,417,R,2398,1220,310,538,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_417_V_TC_46/3375,3075,303,755/pct:40/0/default.jpg",N,blue,red,,,49,417,V,3375,3075,303,755,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_418_R_TC_46/495,4810,410,1193/pct:40/0/default.jpg",N,red,blue,,,49,418,R,495,4810,410,1193,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_419_V_TC_46/1673,5708,345,515/pct:40/0/default.jpg",N,blue,red,,,49,419,V,1673,5708,345,515,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_422_R_TC_46/678,3948,485,1118/pct:40/0/default.jpg",G,blue,red,,,49,422,R,678,3948,485,1118,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_422_V_TC_46/1523,3363,495,718/pct:40/0/default.jpg",G,blue,red,,,49,422,V,1523,3363,495,718,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_423_R_TC_46/2345,3243,420,1570/pct:40/0/default.jpg",E,red,blue,,,49,423,R,2345,3243,420,1570,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_424_V_TC_46/1535,1900,335,1128/pct:40/0/default.jpg",D,blue,red,,,49,424,V,1535,1900,335,1128,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_425_V_TC_46/1408,2610,498,1218/pct:40/0/default.jpg",E,red,blue,,,49,425,V,1408,2610,498,1218,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_431_R_TC_46/2223,3568,395,1745/pct:40/0/default.jpg",S,red,blue,,,49,431,R,2223,3568,395,1745,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_434_V_TC_46/3203,2890,330,1028/pct:40/0/default.jpg",O,blue,red,,,49,434,V,3203,2890,330,1028,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_435_V_TC_46/3328,3110,260,505/pct:40/0/default.jpg",H,blue,red,,,49,435,V,3328,3110,260,505,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_435_V_TC_46/1308,4063,458,1108/pct:40/0/default.jpg",C,red,blue,,,49,435,V,1308,4063,458,1108,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_436_R_TC_46/643,5963,338,1075/pct:40/0/default.jpg",U,red,blue,,,49,436,R,643,5963,338,1075,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_436_V_TC_46/1510,4190,348,1038/pct:40/0/default.jpg",E,blue,red,,,49,436,V,1510,4190,348,1038,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_439_R_TC_46/618,5118,293,615/pct:40/0/default.jpg",P,blue,red,,,49,439,R,618,5118,293,615,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_439_R_TC_46/2445,3263,270,1145/pct:40/0/default.jpg",E,red,blue,,,49,439,R,2445,3263,270,1145,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_439_V_TC_46/1518,2433,315,1045/pct:40/0/default.jpg",E,blue,red,,,49,439,V,1518,2433,315,1045,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_440_R_TC_46/535,3005,380,878/pct:40/0/default.jpg",E,blue,red,,,49,440,R,535,3005,380,878,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_440_V_TC_46/1393,3273,495,590/pct:40/0/default.jpg",E,blue,red,,,49,440,V,1393,3273,495,590,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_440_V_TC_46/3335,1453,350,790/pct:40/0/default.jpg",E,red,blue,,,49,440,V,3335,1453,350,790,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_441_R_TC_46/325,2438,560,935/pct:40/0/default.jpg",E,blue,red,,,49,441,R,325,2438,560,935,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_441_V_TC_46/3375,4970,338,1153/pct:40/0/default.jpg",E,red,blue,,,49,441,V,3375,4970,338,1153,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_441_V_TC_46/1613,3265,310,583/pct:40/0/default.jpg",E,blue,red,,,49,441,V,1613,3265,310,583,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_442_V_TC_46/1608,4693,310,538/pct:40/0/default.jpg",E,blue,red,,,49,442,V,1608,4693,310,538,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_443_R_TC_46/508,2133,343,1100/pct:40/0/default.jpg",P,red,blue,,,49,443,R,508,2133,343,1100,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_443_R_TC_46/2260,3733,383,1183/pct:40/0/default.jpg",E,blue,red,,,49,443,R,2260,3733,383,1183,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_443_V_TC_46/1425,3333,473,1125/pct:40/0/default.jpg",E,red,blue,,,49,443,V,1425,3333,473,1125,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_443_V_TC_46/3363,6023,420,880/pct:40/0/default.jpg",E,blue,red,,,49,443,V,3363,6023,420,880,,,,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_183_R_TC_46/1425,2320,283,265/pct:40/0/default.jpg",S,blue,red,,,58,183,R,1425,2320,283,265,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_003_R_TC_46/1740,283,305,1188/pct:40/0/default.jpg",F,red,blue,,,066A,3,R,1740,283,305,1188,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_005_V_TC_46/838,668,365,760/pct:40/0/default.jpg",Q,blue,red,,,066A,5,V,838,668,365,760,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_009_R_TC_46/1783,2743,388,338/pct:40/0/default.jpg",C,blue,red,,,066A,9,R,1783,2743,388,338,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_009_V_TC_46/2270,993,380,478/pct:40/0/default.jpg",P,red,blue,,,066A,9,V,2270,993,380,478,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_012_V_TC_46/2205,2053,348,263/pct:40/0/default.jpg",C,red,blue,,,066A,12,V,2205,2053,348,263,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_013_R_TC_46/320,2808,263,473/pct:40/0/default.jpg",H,blue,red,,,066A,13,R,320,2808,263,473,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_013_R_TC_46/863,2863,858,305/pct:40/0/default.jpg",,,,T,,066A,13,R,863,2863,858,305,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_013_V_TC_46/2263,2900,208,303/pct:40/0/default.jpg",A,red,blue,,,066A,13,V,2263,2900,208,303,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_014_V_TC_46/2188,1788,338,520/pct:40/0/default.jpg",P,blue,red,,,066A,14,V,2188,1788,338,520,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_015_R_TC_46/1698,2093,335,515/pct:40/0/default.jpg",P,red,blue,,,066A,15,R,1698,2093,335,515,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_017_V_TC_46/2243,4375,268,233/pct:40/0/default.jpg",T,blue,red,,,066A,17,V,2243,4375,268,233,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_020_V_TC_46/2235,2490,305,505/pct:40/0/default.jpg",P,red,blue,,,066A,20,V,2235,2490,305,505,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_025_R_TC_46/268,2540,293,430/pct:40/0/default.jpg",P,red,blue,,,066A,25,R,268,2540,293,430,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_026_R_TC_46/313,2223,285,505/pct:40/0/default.jpg",H,blue,red,,,066A,26,R,313,2223,285,505,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_026_V_TC_46/693,1798,275,238/pct:40/0/default.jpg",N,red,blue,,,066A,26,V,693,1798,275,238,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_028_R_TC_46/338,1658,253,268/pct:40/0/default.jpg",T,blue,red,,,066A,28,R,338,1658,253,268,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_029_R_TC_46/1705,1118,305,598/pct:40/0/default.jpg",S,blue,red,,,066A,29,R,1705,1118,305,598,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_029_V_TC_46/718,1893,480,485/pct:40/0/default.jpg",H,blue,red,,,066A,29,V,718,1893,480,485,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_030_V_TC_46/735,4313,473,478/pct:40/0/default.jpg",H,red,blue,,,066A,30,V,735,4313,473,478,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_032_R_TC_46/195,2015,378,875/pct:40/0/default.jpg",E,blue,red,,,066A,32,R,195,2015,378,875,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_033_R_TC_46/1740,4563,225,233/pct:40/0/default.jpg",C,blue,red,,,066A,33,R,1740,4563,225,233,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_033_V_TC_46/2205,3818,295,403/pct:40/0/default.jpg",C,red,blue,,,066A,33,V,2205,3818,295,403,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_034_R_TC_46/1718,3338,250,200/pct:40/0/default.jpg",U,blue,red,,,066A,34,R,1718,3338,250,200,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_034_V_TC_46/725,3883,310,270/pct:40/0/default.jpg",R,red,blue,,,066A,34,V,725,3883,310,270,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_038_R_TC_46/318,1910,255,360/pct:40/0/default.jpg",S,blue,red,,,066A,38,R,318,1910,255,360,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_039_V_TC_46/2193,1778,285,515/pct:40/0/default.jpg",Q,blue,red,,,066A,39,V,2193,1778,285,515,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_040_R_TC_46/1693,3628,315,563/pct:40/0/default.jpg",P,red,blue,,,066A,40,R,1693,3628,315,563,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_041_V_TC_46/703,1038,300,638/pct:40/0/default.jpg",S,blue,red,,,066A,41,V,703,1038,300,638,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_042_V_TC_46/723,4245,288,523/pct:40/0/default.jpg",H,red,blue,,,066A,42,V,723,4245,288,523,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_043_V_TC_46/2225,1203,253,618/pct:40/0/default.jpg",F,red,blue,,,066A,43,V,2225,1203,253,618,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_044_V_TC_46/663,1260,360,533/pct:40/0/default.jpg",P,blue,red,,,066A,44,V,663,1260,360,533,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_049_V_TC_46/2170,2013,275,285/pct:40/0/default.jpg",S,red,blue,,,066A,49,V,2170,2013,275,285,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_050_V_TC_46/2233,3430,1125,453/pct:40/0/default.jpg",S,blue,red,T,,066A,50,V,2233,3430,1125,453,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_051_V_TC_46/2215,4425,243,545/pct:40/0/default.jpg",S,red,blue,,,066A,51,V,2215,4425,243,545,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_051_V_TC_46/2200,4118,155,243/pct:40/0/default.jpg",,,,T,,066A,51,V,2200,4118,155,243,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_056_R_TC_46/250,2120,225,498/pct:40/0/default.jpg",H,blue,red,,,066A,56,R,250,2120,225,498,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_059_R_TC_46/1625,3965,348,463/pct:40/0/default.jpg",P,blue,red,,,066A,59,R,1625,3965,348,463,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_061_V_TC_46/605,3270,368,843/pct:40/0/default.jpg",Q,blue,red,,,066A,61,V,605,3270,368,843,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_063_R_TC_46/1625,2095,1443,760/pct:40/0/default.jpg",S,red,blue,T,,066A,63,R,1625,2095,1443,760,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_064_V_TC_46/798,1303,283,355/pct:40/0/default.jpg",C,blue,red,,,066A,64,V,798,1303,283,355,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_067_R_TC_46/285,3920,358,450/pct:40/0/default.jpg",,,,T,,066A,67,R,285,3920,358,450,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_116_R_TC_46/368,2393,288,238/pct:40/0/default.jpg",,,,T,,066A,116,R,368,2393,288,238,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_118_R_TC_46/1713,2575,303,240/pct:40/0/default.jpg",A,red,blue,,,066A,118,R,1713,2575,303,240,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_119_V_TC_46/738,2265,278,260/pct:40/0/default.jpg",E,red,blue,,,066A,119,V,738,2265,278,260,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_130_V_TC_46/2365,3255,218,280/pct:40/0/default.jpg",S,blue,red,,,066A,130,V,2365,3255,218,280,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_132_R_TC_46/273,2343,158,220/pct:40/0/default.jpg",S,blue,red,,,066A,132,R,273,2343,158,220,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_134_V_TC_46/2295,1395,220,220/pct:40/0/default.jpg",S,blue,red,,,066A,134,V,2295,1395,220,220,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_137_R_TC_46/1838,4283,220,263/pct:40/0/default.jpg",S,blue,red,,,066A,137,R,1838,4283,220,263,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_138_R_TC_46/323,1058,195,293/pct:40/0/default.jpg",S,red,blue,,,066A,138,R,323,1058,195,293,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_138_V_TC_46/843,1383,213,300/pct:40/0/default.jpg",S,blue,red,,,066A,138,V,843,1383,213,300,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_141_V_TC_46/845,3018,238,250/pct:40/0/default.jpg",C,blue,red,,,066A,141,V,845,3018,238,250,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_143_V_TC_46/2175,4048,323,543/pct:40/0/default.jpg",F,blue,red,,,066A,143,V,2175,4048,323,543,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_146_V_TC_46/2283,513,268,238/pct:40/0/default.jpg",N,blue,red,,,066A,146,V,2283,513,268,238,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_148_V_TC_46/773,1893,203,303/pct:40/0/default.jpg",A,blue,red,,,066A,148,V,773,1893,203,303,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_150_R_TC_46/1675,3308,305,195/pct:40/0/default.jpg",B,red,blue,,,066A,150,R,1675,3308,305,195,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_151_V_TC_46/788,4238,220,238/pct:40/0/default.jpg",T,blue,red,,,066A,151,V,788,4238,220,238,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_151_V_TC_46/2295,1753,228,250/pct:40/0/default.jpg",E,red,blue,,,066A,151,V,2295,1753,228,250,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_153_V_TC_46/2230,4495,313,218/pct:40/0/default.jpg",B,red,blue,,,066A,153,V,2230,4495,313,218,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_156_V_TC_46/2260,1888,323,290/pct:40/0/default.jpg",R,blue,red,,,066A,156,V,2260,1888,323,290,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_161_V_TC_46/643,3163,318,558/pct:40/0/default.jpg",A,red,blue,,,066A,161,V,643,3163,318,558,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_161_V_TC_46/713,2168,230,238/pct:40/0/default.jpg",R,blue,red,,,066A,161,V,713,2168,230,238,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_162_R_TC_46/15,1983,228,255/pct:40/0/default.jpg",,,,T,,066A,162,R,15,1983,228,255,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_162_R_TC_46/288,1923,198,280/pct:40/0/default.jpg",C,blue,red,,,066A,162,R,288,1923,198,280,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_163_R_TC_46/1710,1013,298,260/pct:40/0/default.jpg",E,red,blue,,,066A,163,R,1710,1013,298,260,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_163_V_TC_46/2260,718,263,260/pct:40/0/default.jpg",C,red,blue,,,066A,163,V,2260,718,263,260,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_164_V_TC_46/743,4528,220,260/pct:40/0/default.jpg",R,blue,red,,,066A,164,V,743,4528,220,260,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_165_V_TC_46/2298,1368,263,210/pct:40/0/default.jpg",D,blue,red,,,066A,165,V,2298,1368,263,210,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_165_V_TC_46/2303,2443,233,293/pct:40/0/default.jpg",C,red,blue,,,066A,165,V,2303,2443,233,293,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_166_V_TC_46/693,4603,240,233/pct:40/0/default.jpg",T,blue,red,,,066A,166,V,693,4603,240,233,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_166_V_TC_46/760,1448,255,285/pct:40/0/default.jpg",C,red,blue,,,066A,166,V,760,1448,255,285,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_167_V_TC_46/790,2555,253,223/pct:40/0/default.jpg",D,blue,red,,,066A,167,V,790,2555,253,223,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_168_R_TC_46/123,1785,300,225/pct:40/0/default.jpg",D,red,blue,,,066A,168,R,123,1785,300,225,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_168_R_TC_46/173,2235,253,208/pct:40/0/default.jpg",C,blue,red,,,066A,168,R,173,2235,253,208,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_168_R_TC_46/1730,3730,228,273/pct:40/0/default.jpg",C,red,blue,,,066A,168,R,1730,3730,228,273,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_169_R_TC_46/158,3288,235,230/pct:40/0/default.jpg",R,red,blue,,,066A,169,R,158,3288,235,230,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_169_R_TC_46/203,4483,208,218/pct:40/0/default.jpg",C,blue,red,,,066A,169,R,203,4483,208,218,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_169_R_TC_46/1690,2513,243,225/pct:40/0/default.jpg",B,blue,red,,,066A,169,R,1690,2513,243,225,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_173_V_TC_46/2265,2303,245,230/pct:40/0/default.jpg",M,blue,red,,,066A,173,V,2265,2303,245,230,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_174_R_TC_46/303,4243,213,263/pct:40/0/default.jpg",S,red,blue,,,066A,174,R,303,4243,213,263,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_174_V_TC_46/718,3438,295,263/pct:40/0/default.jpg",B,blue,red,,,066A,174,V,718,3438,295,263,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_175_R_TC_46/268,2135,215,288/pct:40/0/default.jpg",E,red,blue,,,066A,175,R,268,2135,215,288,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_177_V_TC_46/2258,4163,255,400/pct:40/0/default.jpg",H,blue,red,,,066A,177,V,2258,4163,255,400,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_178_R_TC_46/1725,4378,268,455/pct:40/0/default.jpg",P,red,blue,,,066A,178,R,1725,4378,268,455,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_179_V_TC_46/2343,2033,240,243/pct:40/0/default.jpg",T,blue,red,,,066A,179,V,2343,2033,240,243,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_180_V_TC_46/748,4210,323,393/pct:40/0/default.jpg",H,blue,red,,,066A,180,V,748,4210,323,393,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_180_V_TC_46/785,878,233,235/pct:40/0/default.jpg",R,red,blue,,,066A,180,V,785,878,233,235,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_180_V_TC_46/2243,4033,315,248/pct:40/0/default.jpg",R,red,blue,,,066A,180,V,2243,4033,315,248,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_181_V_TC_46/810,3938,248,425/pct:40/0/default.jpg",P,blue,red,,,066A,181,V,810,3938,248,425,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_183_R_TC_46/250,1530,225,555/pct:40/0/default.jpg",P,blue,red,,,066A,183,R,250,1530,225,555,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_183_R_TC_46/1790,1555,250,260/pct:40/0/default.jpg",P,blue,red,,,066A,183,R,1790,1555,250,260,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_183_V_TC_46/2213,2383,255,280/pct:40/0/default.jpg",E,blue,red,,,066A,183,V,2213,2383,255,280,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_185_R_TC_46/285,2383,243,243/pct:40/0/default.jpg",U,red,blue,,,066A,185,R,285,2383,243,243,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_186_R_TC_46/258,3988,185,270/pct:40/0/default.jpg",E,blue,red,,,066A,186,R,258,3988,185,270,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_186_V_TC_46/815,4585,245,308/pct:40/0/default.jpg",X,red,blue,,,066A,186,V,815,4585,245,308,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_187_R_TC_46/223,4540,230,215/pct:40/0/default.jpg",U,blue,red,,,066A,187,R,223,4540,230,215,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_187_R_TC_46/1708,3350,348,458/pct:40/0/default.jpg",F,red,blue,,,066A,187,R,1708,3350,348,458,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_187_V_TC_46/2300,2838,240,233/pct:40/0/default.jpg",N,blue,red,,,066A,187,V,2300,2838,240,233,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_188_V_TC_46/2233,3488,310,295/pct:40/0/default.jpg",S,red,blue,,,066A,188,V,2233,3488,310,295,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_193_R_TC_46/188,2525,228,275/pct:40/0/default.jpg",R,red,blue,,,066A,193,R,188,2525,228,275,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_194_V_TC_46/2133,1138,318,265/pct:40/0/default.jpg",D,red,blue,,,066A,194,V,2133,1138,318,265,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_194_V_TC_46/2173,2893,313,225/pct:40/0/default.jpg",R,blue,red,,,066A,194,V,2173,2893,313,225,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_195_V_TC_46/2103,2315,318,333/pct:40/0/default.jpg",T,red,blue,,,066A,195,V,2103,2315,318,333,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_196_V_TC_46/2240,3940,243,223/pct:40/0/default.jpg",T,blue,red,,,066A,196,V,2240,3940,243,223,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_197_R_TC_46/85,3295,243,423/pct:40/0/default.jpg",,,,T,,066A,197,R,85,3295,243,423,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_198_R_TC_46/1715,4138,338,635/pct:40/0/default.jpg",H,red,blue,,,066A,198,R,1715,4138,338,635,,,,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_198_V_TC_46/2218,3023,255,270/pct:40/0/default.jpg",S,blue,red,,,066A,198,V,2218,3023,255,270,,,,
